42;100.00;;100.00;;;;100.00;;100.00;;83.33333333;;93.18181818;2016/09/23;00:13:03;5;47;54;Probleme application metier
43;100.00;;75.00;;100.00;;100.00;;75.00;;100.00;;92.00;2016/09/23;00:03:52;5;50;54;ajout lecteur reseau
44;100.00;;100.00;;0.00;;50.00;;25.00;;83.33333333;;63.46153846;2016/09/23;00:08:41;5;43;54;Probleme d'acces a la session windows
45;100.00;;50.00;;100.00;;50.00;;25.00;;66.66666667;;61.53846154;2016/09/23;00:19:05;5;35;54;ecran bleu sur pc portable
46;100.00;;100.00;;0.00;;100.00;;75.00;;93.75;;82.00;2016/09/30;00:05:07;5;37;54;Probleme de reception mail sur tablette
47;100.00;;100.00;;33.33333333;;100.00;;75.00;;93.75;;86.00;2016/09/30;00:04:33;5;37;54;Compte verrouiller regulierement
48;100.00;;100.00;;100.00;;100.00;;25.00;;93.75;;85.41666667;2016/09/30;00:04:30;5;48;54;Probleme d'affichage d'ecran pc portable
49;100.00;;100.00;;100.00;;100.00;;50.00;;100.00;;92.30769231;2016/10/04;00:08:16;5;36;4;Nouveau smartphone
50;100.00;;66.66666667;;100.00;;100.00;;75.00;;72.22222222;;82.00;2016/10/04;00:05:32;5;49;4;Accès distant
51;100.00;;83.33333333;;100.00;;100.00;;;;83.33333333;;89.47368421;2016/10/06;00:00:00;5;37;4;Installation de lecteur réseau
52;100.00;;50.00;;100.00;;75.00;;50.00;;77.77777778;;73.07692308;2016/10/06;00:11:10;5;47;4;Accès Réservtion de salle
53;100.00;;100.00;;100.00;;100.00;;75.00;;100.00;;95.00;2016/10/06;00:00:00;5;48;4;Installation Driver
54;100.00;;75.00;;100.00;;100.00;;25.00;;93.75;;82.00;2016/10/14;00:07:43;5;40;54;Probleme d'ouverture de session
55;100.00;;75.00;;83.33333333;;100.00;;25.00;;83.33333333;;76.92307692;2016/10/14;00:14:08;5;43;54;Probleme sur application cofely vision
56;100.00;;75.00;;100.00;;100.00;;100.00;;100.00;;96.00;2016/10/14;00:04:31;5;36;54;Probleme de messagerie
57;100.00;;75.00;;66.66666667;;100.00;;50.00;;77.77777778;;76.92307692;2016/10/14;00:27:57;5;49;54;Probleme d'acces a internet
58;100.00;;100.00;;66.66666667;;100.00;;25.00;;83.33333333;;78.84615385;2016/10/14;00:06:27;5;35;54;Probleeme d'acces a internet
59;100.00;;75.00;;83.33333333;;100.00;;75.00;;83.33333333;;84.61538462;2016/10/19;00:18:14;5;44;5;Demande GAIA
60;0.00;;50.00;;100.00;;100.00;;75.00;;88.88888889;;76.92307692;2016/10/19;00:16:30;5;50;5;Problème Mobile
61;100.00;;75.00;;83.33333333;;100.00;;25.00;;81.25;;76.00;2016/10/19;00:22:57;5;37;5;Problème de tablette
62;100.00;;75.00;;0.00;;100.00;;75.00;;0.00;;63.15789474;2016/10/19;00:05:40;5;49;5;0
63;100.00;;50.00;;66.66666667;;100.00;;75.00;;77.77777778;;76.92307692;2016/10/19;00:00:00;5;40;5;0
64;100.00;;100.00;;100.00;;100.00;;50.00;;83.33333333;;86.00;2016/10/19;00:00:00;5;48;5;0
65;100.00;;100.00;;66.66666667;;100.00;;;;50.00;;71.05263158;2016/10/19;00:00:00;5;38;5;Problème de lecteur réseau
66;100.00;;100.00;;100.00;;100.00;;50.00;;100.00;;91.66666667;2016/10/26;00:07:17;5;47;54;Probleme d'acces a distance
67;100.00;;75.00;;100.00;;100.00;;25.00;;88.88888889;;80.76923077;2016/10/26;00:05:58;5;35;54;Probleme code deverrouillage
68;100.00;;75.00;;66.66666667;;100.00;;37.5;;77.77777778;;75.00;2016/10/26;00:07:21;5;45;54;Probleme d'affichage ecran pc fixe
69;100.00;;50.00;;66.66666667;;100.00;;25.00;;93.75;;74.00;2016/10/26;00:12:58;5;45;54;Probleme sur Ipad
70;100.00;;75.00;;50.00;;100.00;;75.00;;93.75;;84.00;2016/10/26;00:03:58;5;44;54;Probleme de messagerie sur ipad
71;100.00;;75.00;;66.66666667;;100.00;;75.00;;81.25;;82.00;2016/10/26;00:03:52;5;38;54;Probleme de connexion wifi sur tablette
72;100.00;;75.00;;100.00;;100.00;;100.00;;61.11111111;;82.00;2016/10/28;00:18:57;5;50;54;0
73;100.00;;75.00;;100.00;;75.00;;100.00;;77.77777778;;84.61538462;2016/11/04;00:16:12;5;46;4;Probleme application métier impression
74;100.00;;75.00;;100.00;;75.00;;100.00;;77.77777778;;84.61538462;2016/11/04;00:11:38;5;50;4;Suppression raccourci
75;100.00;;100.00;;66.66666667;;75.00;;75.00;;66.66666667;;76.92307692;2016/11/04;00:46:42;5;35;4;Accès à différentes applications
76;100.00;;75.00;;100.00;;100.00;;50.00;;72.22222222;;78.84615385;2016/11/04;00:08:03;5;40;4;Application Genesys (cloture chantier)
77;100.00;;100.00;;100.00;;100.00;;100.00;;100.00;;100.00;2016/11/04;00:03:57;5;42;4;Relance
78;100.00;;75.00;;100.00;;100.00;;66.66666667;;88.88888889;;88.00;2016/11/04;00:03:50;5;48;4;Probleme synchro téléphone
79;100.00;;100.00;;100.00;;100.00;;75.00;;81.25;;89.58333333;2016/11/10;00:14:44;5;44;54;Probleme mot de passe apple
80;100.00;;75.00;;50.00;;100.00;;25.00;;68.75;;68.00;2016/11/10;00:18:43;5;45;54;Probleme d'imprimante
81;100.00;;75.00;;66.66666667;;100.00;;25.00;;72.22222222;;71.15384615;2016/11/10;00:07:25;5;49;54;Installation logiciel
82;100.00;;75.00;;100.00;;100.00;;75.00;;88.88888889;;88.46153846;2016/11/10;00:06:05;5;47;54;Probleme d'acces a OCTA
83;100.00;;100.00;;100.00;;100.00;;33.33333333;;94.44444444;;90.00;2016/11/18;00:20:03;5;37;5;Problème de tablette
84;100.00;;75.00;;100.00;;100.00;;75.00;;100.00;;91.66666667;2016/11/18;00:15:38;5;36;5;0
85;100.00;;100.00;;66.66666667;;0.00;;66.66666667;;77.77777778;;68.00;2016/11/18;00:12:51;5;49;5;0
86;100.00;;100.00;;;;100.00;;33.33333333;;93.75;;87.5;2016/11/25;00:02:36;5;48;54;Demande d'habilitation genesys
87;100.00;;75.00;;100.00;;100.00;;50.00;;93.75;;86.00;2016/11/25;00:07:52;5;50;54;lenteur sur genesis mobile
88;100.00;;33.33333333;;83.33333333;;100.00;;66.66666667;;93.75;;82.60869565;2016/12/08;00:03:15;5;38;7;"Pb avec Webwifi sur tel portable"
89;100.00;;100.00;;100.00;;100.00;;66.66666667;;81.25;;89.13043478;2016/12/08;00:01:50;5;38;7;verouillage de session
90;100.00;;75.00;;100.00;;100.00;;75.00;;88.88888889;;88.46153846;2016/12/07;00:05:17;5;51;4;réinitialisation mdp
91;100.00;;75.00;;100.00;;100.00;;100.00;;100.00;;95.83333333;2016/12/08;00:06:30;5;36;7;accès internet
92;100.00;;75.00;;100.00;;100.00;;100.00;;93.75;;93.75;2016/12/08;00:03:04;5;40;7;"pb de connexion à la session "
93;100.00;;75.00;;83.33333333;;100.00;;75.00;;94.44444444;;88.46153846;2016/12/08;00:05:03;5;40;7;"mise en service d'une carte SIM"
94;100.00;;75.00;;100.00;;100.00;;100.00;;100.00;;96.00;2016/12/08;00:03:01;5;40;7;"synchronisser carte sim et tablette"
95;100.00;;83.33333333;;100.00;;100.00;;100.00;;93.75;;95.83333333;2016/12/08;00:09:25;5;50;7;pb de mdp
96;100.00;;62.5;;83.33333333;;100.00;;100.00;;87.5;;88.00;2016/12/08;03:23:36;5;44;7;pb de wifi sur Ipad
97;50.00;;62.5;;100.00;;100.00;;100.00;;100.00;;89.58333333;2016/12/08;00:04:45;5;44;7;"messagerie bloquée sur ipad"
98;100.00;;100.00;;100.00;;100.00;;100.00;;100.00;;100.00;2016/12/15;00:04:10;5;36;7;"pb de réseau :poste n'est plus dans le domaine"
99;100.00;;62.5;;83.33333333;;100.00;;75.00;;93.75;;86.00;2016/12/15;00:12:24;5;51;7;Pb de réseau
100;100.00;;75.00;;100.00;;100.00;;100.00;;93.75;;93.75;2016/12/15;00:05:17;5;44;7;"Mise en service d'une carte sim"
101;100.00;;62.5;;100.00;;100.00;;75.00;;94.44444444;;88.46153846;2016/12/15;00:06:04;5;37;7;Pb Wifi sur pc
102;100.00;;50.00;;100.00;;100.00;;75.00;;83.33333333;;82.69230769;2016/12/20;00:20:59;5;40;5;Problème messagerie iPad
103;100.00;;75.00;;100.00;;100.00;;75.00;;100.00;;92.00;2016/12/20;00:09:36;5;44;5;Synchronisation iPad
104;100.00;;0.00;;100.00;;100.00;;25.00;;75.00;;64.00;2016/12/20;00:04:02;5;37;5;Demande d'information
105;100.00;;75.00;;100.00;;100.00;;25.00;;100.00;;84.00;2016/12/20;00:00:00;5;42;5;Synchronisation iDevice
106;100.00;;75.00;;100.00;;100.00;;25.00;;100.00;;84.00;2016/12/20;00:04:42;5;42;5;Synchronisation iDevice
107;100.00;;100.00;;100.00;;100.00;;75.00;;100.00;;95.65217391;2016/12/22;00:03:12;5;47;5;Assistance demande d'habilitation
108;100.00;;66.66666667;;100.00;;100.00;;75.00;;87.5;;87.5;2016/12/22;00:06:37;5;47;5;Configuration smartphone
109;100.00;;75.00;;100.00;;75.00;;75.00;;100.00;;88.00;2016/12/27;00:04:07;5;46;5;Connexion compte AD
110;100.00;;75.00;;100.00;;100.00;;75.00;;87.5;;88.00;2016/12/27;00:05:03;5;38;5;Synchronisation iDevice
111;100.00;;66.66666667;;66.66666667;;100.00;;75.00;;55.55555556;;72.00;2016/12/27;00:05:42;5;49;5;0
112;100.00;;66.66666667;;66.66666667;;100.00;;;;100.00;;90.00;2016/12/27;00:00:00;5;39;5;0
